Price,No_rooms,No_bathrooms,Area,Adress,Colony,Type
20000,2,2,150,Jardines de los Arcos,Guadalajara,Department
28000,2,2,133,Americana,Guadalajara,Department
26000,2,1,120,Fraccionamiento Puerta del Valle,Zapopan,Department
21500,2,,85,Americana,Guadalajara,Department
12250,1,,59,Las Aguilas,Zapopan,Department
16000,1,2,36,Country Club,Guadalajara,Department
29000,2,2,140,Providencia,Guadalajara,Department
31000,2,2,132,Puerta de Hierro,Zapopan,Department
26000,2,2,93,Ladrón de Guevara,Guadalajara,Department
16500,2,3,93,Las Aguilas,Zapopan,Department
19000,2,2,83,Americana,Guadalajara,Department
26000,1,1,98,Providencia,Guadalajara,Department
20000,1,2,50,Ayuntamiento,Guadalajara,Department
32000,2,2,98,Providencia,Guadalajara,Department
27800,3,3,127,Jardines del Bosque,Guadalajara,Department
65000,3,2,230,Country Club,Guadalajara,Department
30000,2,2,100,Fraccionamiento Colomos Providencia,Guadalajara,Department
18500,2,3,119,Jardines del Valle,Zapopan,Department
65000,3,2,240,Country Club,Guadalajara,Department
25000,2,2,181,Providencia,Guadalajara,Department
40000,2,2,170,Puerta de Hierro,Zapopan,Department
35000,2,1,300,Puerta de Hierro,Zapopan,Department
25000,1,2,63,Arcos Vallarta,Guadalajara,Department
24000,2,2,75,Providencia,Guadalajara,Department
27000,2,,90,Providencia,Guadalajara,Department
28500,1,1,77,Providencia,Guadalajara,Department
5000,2,1,48,San Bernardo,Zapopan,Department
18527,1,1,46,Providencia,Guadalajara,Department
9500,2,2,80,Electricistas,Guadalajara,Department
18000,1,1,70,Americana,Guadalajara,Department
56000,3,4,184,Puerta de Hierro,Zapopan,Department
19222,1,1,47,Providencia,Guadalajara,Department
75000,3,3,300,Virreyes Residencial,Zapopan,Department
38000,2,2,120,Fraccionamiento Ladrón de Guevara,Guadalajara,Department
35000,1,2,218,Chapalita,Guadalajara,Department
27800,3,3,126,Jardines del Bosque Norte,Guadalajara,Department
55000,3,2,215,Valle Real,Zapopan,Department
28000,3,2,100,Virreyes Residencial,Zapopan,Department
39000,2,2,130,Valle Real,Zapopan,Department
18000,2,1,66,Virreyes Residencial,Zapopan,Department
45000,1,3,210,Jardines Universidad,Zapopan,Department
42000,3,2,161,Valle Real,Zapopan,Department
22500,2,1,86,Americana,Guadalajara,Department
24000,1,2,74,Arcos Vallarta,Guadalajara,Department
22000,2,,100,Ciudad Granja,Zapopan,Department
10500,1,1,80,Paseos del Sol,Zapopan,Department
18900,2,2,84,Americana,Guadalajara,Department
22000,2,2,95,Americana,Guadalajara,Department
22500,2,2,100,Ciudad Granja,Zapopan,Department
12500,1,1,43,Lafayette,Guadalajara,Department
21500,3,2,157,Zapopan,Jalisco,Department
28000,3,2,240,Valle Real,Zapopan,Department
12000,1,1,60,Americana,Guadalajara,Department
15939,1,3,37,Providencia,Guadalajara,Department
28000,2,2,126,Jardines del Bosque,Guadalajara,Department
9500,2,2,58,Santa Ana Tepetitlán,Zapopan,Department
18500,2,2,66,San Juan de Ocotan,Zapopan,Department
36000,2,1,148,Valle Real,Zapopan,Department
4500,1,2,60,San Agustín,Tlajomulco de Zúñiga,Department
18000,2,2,80,Providencia,Guadalajara,Department
22000,2,2,85,Santa Margarita ,Zapopan,Department
30000,2,3,140,Providencia,Guadalajara,Department
85000,3,2,328,Puerta de Hierro,Zapopan,Department
35000,2,3,96,Puerta de Hierro,Zapopan,Department
25000,2,,220,Ciudad Granja,Zapopan,Department
90000,3,4,302,Puerta de Hierro,Zapopan,Department
22500,1,1,47,Country Club,Guadalajara,Department
26500,3,2,100,Loma Bonita,Zapopan,Department
17000,1,1,60,Providencia,Guadalajara,Department
50000,2,2,170,Puerta de Hierro,Zapopan,Department
25000,1,2,90,Fraccionamiento Ladrón de Guevara,Guadalajara,Department
24000,2,2,117,Fraccionamiento Ladrón de Guevara,Guadalajara,Department
17000,1,2,97,Arcos Vallarta,Guadalajara,Department
35000,2,2,115,Fraccionamiento Vallarta San Jorge,Guadalajara,Department
15500,2,1,79,El Vigía,Zapopan,Department
20000,3,2,100,Jardines Universidad,Zapopan,Department
6200,2,2,48,Reforma Centro,Guadalajara,Department
24000,2,2,120,Altamira,Zapopan,Department
36000,3,1,150,Fraccionamiento Puerta del Valle,Zapopan,Department
25000,2,3,117,Fraccionamiento Chapultepec Country,Guadalajara,Department
35000,1,2,70,Americana,Guadalajara,Department
21000,3,2,70,Americana,Guadalajara,Department
40000,3,,250,Arcos Vallarta,Guadalajara,Department
32000,2,,175,Providencia,Guadalajara,Department
19000,,,90,Arboledas ,Zapopan,Department
